,name,ideal_point_0,ideal_point_1,ideal_point_2,ideal_point_3,ideal_point_4,ideal_point_5,ideal_point_6,ideal_point_7,ideal_point_8,ideal_point_9,ideal_point_10,ideal_point_11,ideal_point_12,ideal_point_13,ideal_point_14
73,"6366
",-0.05420402,0.019952184,0.6306171,0.25039387,-0.07264979,-0.021392053,-0.023372795,-0.3706183,-0.0894,0.099199235,0.3963295,0.022424657,0.21092938,0.088865615,0.10219128
74,"6373
",0.6136088,-0.028344529,-0.082749695,0.5752656,0.34788373,-0.03728296,-0.30028564,-0.029340545,-0.09613829,0.8852558,0.22891012,0.0015348045,0.2154585,0.22582947,-0.054149315
75,"6378
",0.054750513,0.0476405,-0.10753455,0.082506366,0.10433718,-0.05220764,0.039522607,-0.06949877,0.036000993,0.6273988,-0.11516955,-0.01551191,0.7175736,0.114816554,-0.14086185
76,"6383
",-0.189942,-0.0061571356,-0.43891618,0.49427938,-0.02915582,-0.077227,-0.4387964,-0.041443985,-0.0029686266,-0.10110557,0.31225228,0.15196946,0.108137734,-0.15999763,0.07824449
77,"6386
",-0.024216084,-0.0040344293,-0.14596371,-0.12031389,0.369241,-0.07421701,-0.09772444,-0.04081879,-0.1251969,0.46982694,0.022957666,-0.0052713593,-0.06615474,0.18893138,0.10578659
78,"6390
",0.12782209,-0.07204153,0.0055941697,-0.02533663,-0.19561704,-0.0023746802,0.11680179,0.15136617,-0.19331248,-0.023597565,0.0532123,0.0065315417,-0.08271413,0.058223248,-0.2132225
79,"6391
",-0.05427723,-0.013791821,0.079252854,0.9914621,0.082022004,-0.3077236,0.050925262,0.04073038,-0.06923582,0.22516921,-0.83975637,0.00036277098,-0.07865723,0.07277657,-0.08996136
80,"6392
",-0.09202001,-0.024358768,-0.03926438,-0.27295688,-0.14164191,0.0147440545,-0.05261005,-0.020862378,0.123557426,-0.011304499,0.037008435,-0.023586916,-0.021650344,0.031053994,-0.08709092
81,"6394
",0.023956653,0.058585778,0.59422106,-0.8688256,0.16611658,0.0051358216,0.18719585,-0.021539012,0.018295215,0.14607596,0.26454744,-0.27788252,0.3138391,-0.002335999,0.47617415
82,"6396
",-0.04769057,-0.020893112,0.06432808,-0.65846246,-0.05509822,-0.026181908,-0.009970568,-0.051398788,0.037880663,0.019654999,-0.002259423,0.015320059,0.028480865,-0.003199536,-0.02997139
83,"6397
",-0.049673337,-0.043133065,0.037115823,0.15200408,-0.1011356,-0.10995247,-0.08566269,-0.071457684,-0.03953348,-0.01702201,-0.053522676,-0.008525647,0.2758163,-0.27990165,-0.047196288
84,"6398
",0.4305545,-0.00727304,-0.08065034,0.05968864,0.044758625,-0.022043064,0.08504719,0.166858,-0.16971095,0.21716762,-0.023571864,-0.05305145,-0.6483269,-0.26978067,-0.16856858
85,"6399
",0.023848508,-0.017244993,-0.037484784,0.62835735,0.5988247,0.15698822,-0.0038033298,-0.28933454,0.12180577,0.07983061,-0.036827654,-0.07139396,0.32001454,0.2839774,-0.56860363
86,"6400
",-0.23819157,-0.021982498,0.1206726,0.18763052,-0.13670973,0.26296818,0.07548564,-0.08887534,0.060629953,0.047546823,-0.12840058,-0.10417333,-0.2504978,-0.49215868,-0.6615561
87,"6405
",-0.11437085,0.014628905,-0.07879749,0.19939269,0.46150097,-0.06421066,0.08837323,-0.13546912,-0.04351041,0.110314876,-0.492869,0.02471545,-0.15792353,0.024275951,-0.21612734
88,"6406
",-0.073413506,0.085292034,0.08469541,0.2078825,0.22728768,-0.02672848,-0.32009113,0.133667,0.277795,-0.30090135,0.51901907,0.022126468,-0.19110852,-0.40547156,0.1925988
89,"6407
",-0.0077908193,-0.027154699,0.7369409,-0.011560914,0.06569548,0.016242143,-0.04928414,-0.040118165,0.09446673,0.03229381,-0.06287105,-0.3594628,-0.09713961,0.44068676,-0.101198964
90,"6408
",-0.14796127,-0.007293669,-0.010863999,-0.025964003,-0.06020174,-0.082051724,-0.0115728285,-0.1525742,-0.2079312,-0.025715513,-0.09968664,0.007612975,0.104946434,0.50159514,-0.13177428
91,"6411
",0.40545022,0.008684218,-0.38750932,-0.74006724,0.13852274,-0.019514214,-0.04701225,-0.11748178,-0.055420667,0.0046587484,-0.782202,-0.03310252,0.29901576,0.18449108,-0.14245127
92,"6412
",-0.07733739,-0.007443748,-0.20179835,-0.0574507,0.15460965,0.25325817,-0.031467,-0.011713037,0.1740794,0.05884402,-0.79181176,0.03159987,0.18423069,0.37954918,-0.014272441
93,"6413
",-0.033188127,-0.052333362,0.2603947,0.447178,-0.04164637,0.16929194,0.034349944,-0.06475845,-0.071707584,0.080864884,-0.0006355537,-0.010870154,0.05145854,-0.021401832,0.04577047
94,"6415
",-0.23675074,-0.028149342,-0.024644336,0.026591277,0.48292986,0.21161227,0.11001957,0.4018054,-0.23675327,0.057324674,-0.62768155,-0.082814895,0.31529954,0.17223077,-0.038137127
95,"6417
",-0.12990205,0.023290668,0.1626942,0.71878,-0.02090561,0.07527568,-0.07690086,-0.017225798,-0.02085516,0.037953883,-0.03291353,0.053132057,0.00080492697,-0.38022873,0.049874548
96,"6418
",-0.22289369,-0.034061264,0.057492934,-0.012967856,-0.107544355,-0.058260165,-0.040607832,0.2019703,-0.045563724,-0.25997642,0.029157879,-0.06585762,-0.40007922,-0.6301019,-0.063897744
97,"6420
",-0.10273692,-0.041449647,0.24202208,0.3152267,0.081436805,-0.08350204,0.27682543,-0.04104921,-0.22230746,-0.032583732,-0.29397944,0.09638537,0.030723229,0.0360662,-0.025495509
98,"6422
",-0.03904059,-0.014124393,-0.039296858,0.00088928855,0.57426757,-0.022199476,-0.09921954,-0.43631455,-0.029566549,0.34019324,-0.35362613,0.10103258,0.20020963,-0.00017255718,0.041098513
99,"6425
",0.06292676,0.027682452,-0.035410233,-0.0049571423,-0.07206632,0.0018922879,-0.10175743,-0.0041274126,-0.13237567,-0.45285812,0.23823686,0.061437223,0.13564202,0.25768512,-0.020086149
100,"6426
",-0.27723423,-0.020881174,-0.3715965,-0.098101445,0.014765487,-0.081551045,0.24834369,0.022190517,-0.03689118,0.18771029,-0.4696204,0.06122564,0.12470375,0.08631802,0.10301607
101,"6427
",0.34920707,-0.0020071405,-0.05108697,0.8205753,0.34994712,-0.02203668,0.026876578,-0.02361396,0.0865997,0.46462387,-0.468305,0.03211918,0.50390035,0.013365974,-0.051960938
102,"6429
",-0.21415186,0.0075799706,-0.029162385,-0.07273351,-0.18094678,-0.03765077,0.14237194,-0.060643923,-0.08380135,0.011512769,0.07662721,0.021914985,-0.011950125,0.018566893,0.085046075
103,"6430
",-0.11310308,-0.010658164,0.3190978,0.6342071,0.1123137,-0.40131196,0.21291445,0.058069076,-0.0076373555,-0.05869371,-0.28548908,0.0739144,0.39917463,-0.27131432,0.42285344
104,"6431
",-0.057749216,-0.015834793,0.038524974,0.07147788,0.01975647,-0.08572275,0.05778708,0.018199816,0.12934038,-0.102248244,-0.08477728,0.02629116,0.09241529,-0.0855867,0.06177019
105,"6432
",-0.119277656,0.017236408,0.32547024,0.22879374,0.15821066,-0.038669683,0.4386056,-0.029290743,-0.007046267,0.2642796,0.23324934,-0.010779424,-0.0895679,0.008823521,0.26529795
106,"6433
",0.3536247,-0.015113051,0.012083666,0.48571762,-0.19585794,0.16592361,0.0937574,0.19787684,-0.002091685,0.13920288,-0.014474307,-0.010419977,0.18854097,0.5233464,-0.19562031
107,"6435
",0.52254075,-0.008524408,0.15953676,-0.12721749,-0.014761401,0.035078563,-0.1935588,0.38327327,-0.005974513,-0.02713548,-0.19736208,-0.04715332,0.06463545,-0.008940173,0.3494258
108,"6438
",-0.09299333,-0.005184882,-0.09991827,-0.01962301,-0.17499284,0.099994674,-0.085510164,-0.070966855,0.1030796,0.43684664,-0.03830862,-0.009996885,-0.004934375,0.3479448,-0.15305328
109,"6440
",-0.24487029,0.36130202,0.78234345,0.20760347,-0.4323269,-0.062011737,-0.004579418,0.04500367,-0.07136372,-0.053799752,-0.2755768,-0.005236739,-0.13488583,-0.025088226,0.17920035
110,"6445
",-0.059904248,-0.033318877,-0.119448915,-0.15441284,-0.077926904,-0.02753078,-0.04598462,-0.010409648,-0.06259101,-0.12011314,0.012976296,-0.0023817467,-0.10716409,-0.103454955,-0.027825087
111,"6447
",0.20955344,0.019114815,0.3988091,0.24802901,-0.15829736,-0.21856909,0.08102927,-0.14344512,0.04452726,0.05247549,0.3452821,0.0843789,0.16260669,-0.26365143,-0.1432283
112,"6451
",-0.23124242,-0.022362053,-0.08983727,0.16659075,-0.27210754,0.533492,0.031203842,0.0028886746,0.06733459,0.41518334,-0.10355356,0.018871982,-0.39863613,0.1569791,-0.10495115
113,"6452
",0.5384258,0.060031135,0.010257543,-0.015836863,0.24623364,0.14435293,-0.44102734,-0.06974491,-0.021766419,-0.081741706,0.45160416,-0.1578333,1.103227,0.5166466,-0.026840689
114,"6453
",0.034948893,0.0024048518,0.0081598675,0.058829907,0.23090447,0.4532993,-0.44154543,-0.03868732,0.31446862,0.18377338,-0.14560425,0.0062728813,-0.04492825,-0.01938546,-0.17091069
115,"6454
",-0.004269844,-0.019538078,0.31692147,-0.0749684,0.37607744,-0.11352783,-0.19381498,0.25773537,-0.05188226,0.15019456,-0.2535417,0.013746144,-0.03151621,-0.25179273,0.07098664
116,"6456
",0.03996715,-0.06047551,0.057428677,0.07219028,-0.044024408,0.13553035,-0.14838229,0.08251459,-0.13399917,0.050034743,-0.0035990505,-0.018413603,0.6624195,-0.27064356,0.07074683
117,"6459
",-0.090084136,-0.01903355,0.5241745,0.260755,-0.04002561,0.058495298,0.050811462,-0.0022306864,-0.0903133,0.36585966,0.26072904,-0.026323287,-0.040655542,-0.062974274,0.28096065
118,"6460
",0.8383289,-0.02139938,-0.2056526,0.2861546,0.84034455,0.016785802,0.13873571,0.29338643,-0.041525643,-0.025634767,-0.36890382,0.10774657,0.03884356,-0.083914794,-0.030908167
119,"6462
",-0.10592942,-0.0056600077,0.017541457,1.2239649,-0.33330855,0.09909247,0.041549288,-0.27310732,-0.36598846,0.1750778,-0.6766571,0.034086693,0.041856226,-0.17157435,-0.06392418
120,"6463
",0.04608672,-0.02231248,0.13063158,0.38719386,0.20040153,-0.14069648,0.07006894,-0.25395432,0.03862112,0.11546087,0.28522626,0.2497536,-0.04172849,-0.031425357,0.2875119
121,"6466
",0.028109826,-0.020954289,0.24716522,0.052845072,-0.076561555,-0.032339536,0.7144848,0.21789064,-0.122471966,0.7025818,-0.2570981,0.0016106189,-0.13358295,-0.026103238,0.27402124
122,"6467
",-0.16738392,-0.014760975,0.07833847,0.114782415,-0.24655125,-0.02641879,0.34543002,0.07811059,-0.26118764,0.07126815,0.31390235,0.035565462,-0.2345252,-0.00067796075,-0.0637561
123,"6470
",0.07960901,-0.04161031,-0.0085561015,0.039094955,0.19020449,-0.110867135,0.43663853,-0.005156288,-0.10462857,0.0625064,0.22110513,-0.008240363,0.1426375,-0.063721545,0.01881502
124,"6471
",0.11993737,-0.040820748,0.28867453,-0.2657168,-0.07098394,-0.091625825,-0.15596323,0.063932955,0.30222046,-0.15522546,-0.012329661,0.02939765,-0.33140028,-0.5215354,-0.013975221
125,"6472
",-0.14126804,0.0069675604,0.0589776,0.28898516,-0.12915483,0.10283799,-0.4620613,-0.24481729,0.20836438,0.035471953,-0.13100956,-0.023181016,0.51640004,-0.09996933,-0.003956588
126,"6473
",0.6232949,-0.047836084,0.009255869,0.38224915,-0.350586,-0.031638835,0.29579765,-0.0047904435,0.112336665,0.11221718,0.40373692,0.055307545,-0.048486706,-0.1140055,0.11567266
