,name,ideal_point_0,ideal_point_1,ideal_point_2,ideal_point_3,ideal_point_4,ideal_point_5,ideal_point_6,ideal_point_7,ideal_point_8,ideal_point_9,ideal_point_10,ideal_point_11,ideal_point_12,ideal_point_13,ideal_point_14,ideal_point_15,ideal_point_16,ideal_point_17,ideal_point_18,ideal_point_19,ideal_point_20,ideal_point_21,ideal_point_22,ideal_point_23,ideal_point_24,ideal_point_25,ideal_point_26,ideal_point_27,ideal_point_28,ideal_point_29
26,"5532
",0.5424807,-0.007849907,0.0043775034,-0.14266364,0.009092348,-0.033274796,-0.0021637431,0.10310498,-0.016251015,-0.355039,0.23932162,-0.026386835,-0.00866803,0.017043054,-0.099180534,-0.089709714,0.07034453,-0.75692755,-0.17508975,0.017742991,0.5147659,-0.020586442,0.011851081,-0.09238904,0.022326026,-0.0027125285,-0.047124136,0.0776125,-0.0025562746,-0.00647299
27,"5575
",-0.071487956,-0.01723032,0.021620266,0.08635532,-0.0058470247,0.1074978,-0.012253366,-0.0076162177,-0.020310534,-0.116687536,-0.056068808,-0.08448691,0.0025714347,0.061438907,-0.071257636,-0.36126712,0.024252754,0.19445379,0.6016233,-0.013227957,0.10038002,0.176288,0.0052986518,-0.07438452,0.032226063,-0.041624133,-0.011872355,-0.04843535,-0.007480926,-0.045808688
28,"5677
",-0.26864368,0.008743537,0.010732155,-0.116996996,0.042585142,0.05521733,0.03192358,-0.093365334,-0.04095132,0.021684058,0.123171635,-0.096499875,-0.007997043,0.019612059,-0.09966315,-0.4883015,0.10919974,-0.046422254,0.07783808,0.023638226,0.12597205,-0.008296761,0.010860444,-0.04982317,0.023776475,-0.02707169,-0.025379092,-0.06924535,0.016546465,0.018132854
29,"5679
",0.18713704,0.013202993,0.043731257,0.019511605,0.09223488,0.06894815,0.005248961,0.012339488,-0.049519002,0.016391112,0.07265856,-0.10356115,-0.00021727197,0.1805891,-0.044601284,-0.04081078,0.25270963,0.50027007,0.8289795,-0.006202476,0.21200702,-0.025101474,-0.011368137,-0.0949584,0.033442903,-0.03940878,-0.025500517,0.45473352,0.08378866,0.048228744
30,"5745
",-0.10436644,-0.004642073,0.025278725,0.098812886,-0.057234738,0.13558617,-0.097105585,-0.0075943116,-0.022757983,-0.25002754,-0.07471236,-0.26527214,0.011525948,-0.014618847,-0.053449914,0.074639186,-0.11218185,-0.17758043,0.308051,-0.07814067,0.09089109,-0.014679246,0.0010339544,-0.015988898,0.006472607,0.034928102,-0.028635915,0.011870741,-0.09633771,-0.005730283
31,"5858
",0.02468615,-0.024345089,0.04559972,0.040137038,-0.21895924,-0.19849354,0.015290928,0.3569269,-0.0364541,-0.35987827,-0.10721871,0.017350309,0.0029339567,0.11683079,-0.039857708,-0.1320481,-0.011417325,0.32424822,-0.027662598,-0.03714165,-0.07912244,-0.056948412,-0.00017509404,-0.0896807,0.03631043,-0.07284574,-0.006977338,0.25165334,-0.02534214,-0.032415714
32,"5962
",-0.17550924,0.031031668,-0.19459361,-0.012014415,0.051411614,-0.010040413,-0.038873315,-0.10363603,-0.025741288,0.6766027,-0.23827095,0.030373976,0.013634737,0.013671455,-0.033053428,0.07828502,0.048746414,-0.2023807,-0.10802648,-0.005355823,-0.05305215,-0.0074399067,-0.006522433,0.7709426,0.06004541,0.0944527,0.049186002,-0.07404453,-0.039891444,0.02205905
33,"6194
",0.009958937,0.015077267,0.02061352,-0.2001727,-0.07560619,0.035645016,0.006959648,0.13502021,-0.023672966,-0.5092623,0.2944986,-0.26929662,-0.0076338025,0.008338746,-0.04719957,0.038066562,-0.03507878,-0.18627535,0.3442947,0.028861228,0.05800584,-0.019430367,0.016520102,0.37696484,0.04111439,0.061577182,-0.08220119,-0.09513219,-0.29845288,-0.04986148
34,"6195
",-0.065757826,-0.0069699436,-0.018026251,0.092059135,-0.07039011,-0.01089168,0.037718493,0.09765569,-0.06385983,-0.3390204,-0.18438257,-0.019203164,-0.017176958,0.026514964,0.06586334,0.07032198,0.113955565,-0.25596175,0.23524155,-0.13363536,0.18216799,-0.036127802,-0.011594282,-0.06498366,0.00208548,0.076812,0.018397285,0.31400383,0.79728264,0.053284466
35,"6196
",-0.17883113,0.0022760893,-0.017236445,-0.11777091,-0.14910854,0.013258419,0.041088097,0.09809276,-0.033293646,0.079130374,0.3294771,0.0648349,-0.002632809,0.07189527,-0.03977692,-0.02786663,-0.025372727,0.39255834,-0.07018736,-0.19641246,0.27396283,0.022638932,-0.013562676,-0.054357428,0.0409772,0.028397756,0.012548337,-0.22059204,-0.10828861,-0.043295212
36,"6197
",-0.043819487,0.051190127,-0.03293661,0.027238186,-0.18477029,0.02475973,-0.18808877,0.14153942,-0.06781867,0.14569381,0.27849898,-0.064079046,0.008113033,0.12213789,0.025538972,-0.026872277,0.19087842,0.8441059,-0.13299932,-0.23427702,0.2941568,-0.049532168,0.0070721265,-0.063976355,-0.0035996533,0.06563622,-0.032085326,0.07621989,0.15230635,0.04126771
37,"6198
",-0.1261521,-0.014033817,-0.011955855,0.007608644,0.23146626,0.036649823,0.022614248,-0.09772118,-0.031246554,-0.2595048,0.63477564,0.062394746,0.004926345,0.11121841,-0.0152768595,-0.13946095,-0.13998389,0.14622591,-0.13319306,-0.03267315,-0.029579878,-0.0015106649,0.0021990722,-0.09433234,0.067254744,0.029087882,-0.009074839,-0.06942985,0.036655884,-0.011033394
38,"6203
",-0.11912831,-0.015757138,0.014415359,0.10488411,-0.03406138,0.029063707,0.101091124,0.053825513,-0.06401184,0.18107642,-0.03715716,-0.04772929,-0.0023848389,0.07030987,-0.01869387,-0.08357797,0.14788716,0.0473118,-0.06000332,-0.016931603,-0.12887453,0.092878275,-0.030426651,-0.067290336,0.041036867,0.03517305,0.05849426,-0.27418026,0.9707526,0.0025119404
39,"6205
",-0.15208681,0.005137656,0.014810469,-0.009871229,0.068895474,0.013322668,-0.010499216,0.11707525,-0.012199661,0.15849076,-0.3333312,-0.119686365,-0.005213148,-0.033176947,-0.07372417,-0.24374874,-0.017592281,-0.03835224,-0.16445656,-0.015075773,0.107219584,0.006320143,-0.0007037882,0.010682814,0.04615932,0.027196186,-0.031387255,0.12232597,-0.10269026,-0.04517336
40,"6207
",-0.25839853,0.021955252,0.0014899307,0.19974536,-0.08815091,0.034218565,0.005285302,-0.012728239,-0.052590303,0.046223287,0.010834601,-0.41148192,-0.0040687015,0.37715667,0.008349913,-0.039706744,-0.19915015,0.39550728,0.41463464,0.041868147,-0.00910255,-0.021720208,0.016995624,-0.063610084,0.021914272,0.061556328,-0.0072483923,0.049333613,-0.074397534,0.045776512
41,"6209
",-0.1593192,0.013562159,0.051269256,0.19029084,0.07627187,0.015145571,-0.24740142,-0.10555864,-0.005824878,0.37173015,-0.26443252,0.15513274,0.0030939868,-0.083860196,-0.031073267,0.20013584,0.0059144255,-0.17963701,-0.1455034,0.017946845,-0.02872601,0.0048291013,-0.014104545,-0.10816389,0.05703342,0.074315965,0.08166314,0.10013877,0.19248343,0.15904161
42,"6212
",-0.117640525,-0.0033538337,-0.0013795826,-0.19012912,-0.021083424,-0.020440765,0.011281765,0.036186483,-0.023130935,0.03931466,0.21056584,0.03837986,0.013547156,0.021617042,0.0024753409,-0.12392383,-0.1035367,-0.7952973,-0.953971,-0.07418912,0.2410266,-0.01538088,0.0035806277,-0.0984006,-0.009162286,0.026151216,-0.021284187,0.051583633,-0.042494465,-0.021552317
43,"6215
",-0.20039724,0.012397443,-0.24317622,-0.0034435946,-0.093674295,-0.11890061,0.038917743,0.033627506,-0.020281322,-0.018938383,0.4952534,-0.14955911,0.013826008,-0.037161395,0.07454448,0.23114467,0.06653483,0.0024456372,-0.6553818,0.15499426,-0.011339063,0.0004946637,0.0062845335,-0.098476075,-0.016049061,0.11020369,0.018460961,0.011620827,0.037448738,0.016092055
44,"6216
",-0.1610514,0.031750347,0.0013785936,0.18681753,0.017798964,-0.011971575,-0.014731305,-0.060184866,-0.03257663,-0.013645422,-0.034015644,-0.32594746,-0.0041856696,0.04010458,-0.04769539,-0.124838136,-0.014630868,0.04907915,0.27741033,0.025964513,-0.31613538,-0.016023139,0.012033865,-0.09528758,0.004021327,0.049888995,-0.026586821,-0.007641382,0.041263938,-0.017371196
45,"6217
",-0.18399167,0.019200146,-0.021666138,-0.051435057,0.06881962,0.02054408,-0.00068209367,-0.012791009,-0.020493172,0.08356774,0.13594325,0.19917038,-0.007637977,-0.01733529,-0.015223469,-0.033356063,0.07436406,-0.22327414,-0.100667134,0.040646285,-0.039803095,-0.0012915289,-0.014360265,-0.08291522,0.003320918,0.024312919,-0.035295866,-0.15981962,-0.44203913,-0.022260962
46,"6218
",0.17896308,0.0044047846,-0.023143249,-0.08652564,0.056511514,0.03764478,0.0027172728,0.25586823,-0.026324537,-0.36400822,0.2939456,0.14091785,-0.021348555,0.012556056,0.031040564,-0.06365461,-0.0006046189,-0.1415257,-0.041282214,0.07037366,-0.037319228,0.011047593,-0.030694148,-0.14635344,0.04467336,0.051202595,-0.018914275,-0.18300812,0.02869528,-0.023670135
47,"6219
",-0.055038188,-0.003320604,0.0052758288,-0.08181903,-0.017894337,-0.039056167,0.042669628,0.14710063,0.06309918,-0.70337427,0.22012244,0.28661057,-0.006900725,-0.003182172,0.07943645,-1.164377,0.05382384,-0.45480558,-0.25885502,0.046438076,0.9157584,-0.03122758,-0.008978917,-0.115180895,-0.017182281,0.2524546,-0.009305892,-0.13291125,-0.19261007,0.031579535
48,"6222
",-0.10680448,-0.019819267,0.019274274,0.00836766,0.13701548,0.11733668,0.030629342,0.01198945,-0.027912227,0.0411775,0.045223128,0.029251391,-0.0027434838,-0.0066082324,0.043147255,-0.16988784,-0.0072757504,0.02640861,-0.036653023,-0.014473848,-0.03565804,-0.0038649146,-0.010336218,-0.075381465,0.042419855,0.03736738,-0.012012509,-0.034476034,0.007598984,-0.025000814
49,"6232
",0.81173205,0.032184184,-0.031221107,-0.007967232,-0.11958428,-0.0038138933,0.033196647,0.23933598,-0.0012421912,-0.49900496,0.23920365,-0.06363115,0.014829403,-0.03306831,0.040515352,0.0232801,0.0023841022,-0.09189428,-0.4454709,-0.023077762,0.10129151,-0.03739915,-0.0017716804,-0.06263523,0.028042398,0.005943555,-0.03199424,-0.045933913,-0.018661696,-0.021576894
50,"6233
",-0.16525263,-0.013851097,0.018916037,-0.030596167,-0.036373895,0.054435767,0.09850449,-0.062147718,-0.032901034,-0.042716883,-0.36405566,-0.12678248,-0.013842311,-0.010375731,0.017587382,-0.24949315,0.020017384,0.005959246,0.24810879,-0.037848614,0.06749229,-0.033891037,-0.015155871,-0.0606106,-0.049441513,0.10633221,-0.046029087,0.07559221,-0.45390627,-0.01704371
51,"6240
",0.2222466,0.01892655,0.020815905,-0.23244761,-0.18131226,0.013098963,-0.042088017,0.038256533,-0.035189103,0.48075232,-0.12091738,-0.106829815,0.012470573,0.05711339,0.015035989,0.26121145,-0.12556471,0.019196453,-0.26274624,0.06374523,-0.0030070215,-0.008820216,-0.0016556036,-0.08121007,0.043016676,0.29451752,-0.03294152,0.0015411393,0.020544436,0.0081197275
52,"6241
",0.38914457,-0.012112907,0.02971948,-0.35948694,0.0060561877,0.0071759364,0.007347453,0.056564543,-0.058269273,-0.21124469,-0.22493653,0.024854623,-0.000847465,-0.033451606,0.036932908,-0.14598186,-0.011743595,-0.018815681,0.08858228,0.2919683,-0.0021886805,-0.04511553,-0.029918697,-0.07335577,0.038509045,0.36976784,-0.036894426,0.11180561,0.046359524,0.010432124
53,"6248
",-0.18998101,0.016923446,0.019597575,0.10793457,-0.2634699,0.020835932,-0.07542699,0.028817624,-0.0064347847,-0.608571,0.33661616,0.25897622,0.011500973,-0.009017503,0.010800961,0.42481855,-0.045972258,0.04770429,0.092344366,-0.018331693,-0.02512985,-0.022878943,-0.0022868062,-0.10873313,0.027631002,0.14371508,-0.009266289,0.027842145,-7.45385e-05,0.0011514772
54,"6250
",-0.14425772,0.019848807,-0.14788489,-0.02655343,0.011824229,-0.114803456,0.046924345,0.16867138,-0.029034685,-0.28308564,0.16100809,0.04217993,0.008669853,-0.09515577,-0.034723047,0.65107447,-0.21745113,0.34279832,0.42640287,-0.26221916,-0.117986165,-0.014076238,0.011521011,-0.0794486,-0.02862462,-0.279203,-0.031026749,-0.47836378,0.19500352,-0.045148987
55,"6255
",-0.11200416,-0.028685395,-0.08911518,0.025459167,-0.06654976,-0.0583042,-0.055330228,0.04506979,-0.027644355,0.4810545,0.3305427,-0.17773148,-0.012367686,0.023897508,0.115370944,0.41756183,0.08231077,0.07799493,0.1928006,-0.05611881,0.073323295,-0.025663983,-0.010711602,-0.085715584,0.028742187,0.07832113,-0.021906478,0.049808342,-0.09361884,-0.072943434
56,"6259
",-0.09950546,-0.009432407,0.012596376,0.12675828,0.016399616,-0.00090191775,0.05695556,-0.02341118,-0.025532125,-0.040999144,0.3026939,0.020438455,-0.0058594993,-0.019235525,0.088970825,-0.20443124,0.16679707,-0.089164816,-0.030265465,0.017984886,0.012627425,0.01720387,-0.006336559,-0.047089282,0.017565994,0.01921744,-0.019851794,-0.032855313,-0.12061363,0.025470113
57,"6263
",0.045686632,0.03957853,0.035268065,0.13186522,0.24116117,0.06455182,0.0025034326,-0.07595676,-0.039891545,0.15299189,0.36039534,0.503013,-0.0024429327,0.0018366118,-0.084052615,-0.15403123,-0.13787091,-0.23688906,0.38093975,0.02766802,-0.010427227,-0.038769297,-0.026724508,-0.0703954,0.028909246,-0.26558554,-0.020165255,-0.089863844,0.046824757,0.03634925
58,"6267
",-0.06534159,0.009775985,0.012719823,-0.11590828,0.10176786,-0.030666817,-0.028516736,-0.05552267,-0.05450586,0.1276761,-0.298502,0.12761198,-0.00041259232,-0.014279039,-0.010915475,0.26189795,-0.11050981,0.11501752,-0.20156838,0.029950531,-0.00091945194,-0.022725794,6.515227e-05,-0.05830933,0.025680277,0.0857099,-0.014422414,0.08126079,-0.023804031,0.022420458
59,"6273
",-0.061689157,-0.013125609,-0.057097394,0.12521298,-0.08951727,-0.06011501,0.09161415,0.09339457,-0.021243365,-0.53948945,0.049459167,-0.12439669,0.011757252,-0.0063688504,-0.08730942,0.08758006,-0.07163627,0.17396122,0.34783775,-0.043161344,0.26589927,-0.019670356,0.0020514838,-0.11111082,0.020149304,0.0371504,-0.015599563,-0.013610927,-0.11020847,-0.083679006
60,"6285
",-0.15954782,-0.015131599,-0.049693123,0.07152958,0.09546453,0.011528804,0.037278935,0.24084751,-0.037159108,0.089830376,-0.093723536,-0.068742536,0.0014180336,0.088016585,-0.08925962,0.17931807,-0.265831,0.317248,0.24378994,0.06512216,-0.0670065,-0.027659228,0.013841465,-0.023797091,0.018009203,-0.076125756,-0.01394704,0.24671035,0.35968947,-0.0008952173
61,"6300
",-0.07517599,-0.0025180494,-0.0048125233,-0.007549008,-0.2249002,0.06867916,0.17694908,0.08245873,-0.053306706,0.7473396,-0.032683183,-0.3011017,-0.0030423526,0.027028842,0.076774016,0.024246592,0.045322903,0.028281791,0.3463627,0.009175552,-0.23741166,-0.0071194614,-0.02382051,-0.11245146,0.021167252,-0.05840309,-0.05742654,0.04145868,-0.045838103,-0.037354827
62,"6301
",0.9067312,0.0085101705,0.0044711153,-0.01701688,0.10403845,-0.039025124,-0.015886394,0.00018966633,0.20095241,-0.32987612,0.3426352,0.020208143,-0.00124466,-0.053761754,-0.004840722,-0.04571896,0.02489413,-0.10732939,-0.6276411,0.17155203,-0.041184336,-0.0451387,-0.01508056,-0.050147545,0.0011773867,0.039551973,-0.012888156,0.06534869,0.015548781,0.012171391
63,"6311
",-0.23910838,-0.029649517,-0.0008054252,-0.0077767745,-0.40133485,0.015603212,0.015750183,0.027007818,-0.031175602,-0.040582966,0.33320108,-0.14423893,0.01408998,-0.09612722,0.017826589,-0.13480291,0.049880072,0.118374944,-0.28177044,-0.0025453346,-0.10609135,-0.016856415,0.003015089,-0.074784316,0.0072029233,0.019097092,-0.001890835,-0.37843582,0.019004287,-0.06770511
