,name,ideal_point_0,ideal_point_1,ideal_point_2,ideal_point_3,ideal_point_4,ideal_point_5,ideal_point_6,ideal_point_7,ideal_point_8,ideal_point_9,ideal_point_10,ideal_point_11,ideal_point_12,ideal_point_13,ideal_point_14,ideal_point_15,ideal_point_16,ideal_point_17,ideal_point_18,ideal_point_19,ideal_point_20,ideal_point_21,ideal_point_22,ideal_point_23,ideal_point_24,ideal_point_25,ideal_point_26,ideal_point_27,ideal_point_28,ideal_point_29
20,"4281
",-0.075311705,-0.22044201,0.031193174,0.07698304,0.6171961,-0.00025666438,-0.0093811285,-0.061082195,-0.13140579,-0.017680008,0.31412137,0.2248718,-0.0041463384,0.004819369,-0.27439243,0.008789828,0.0139467325,0.68478036,0.101281315,0.026445083,-0.06382282,-0.0069133206,0.01878589,0.020256242,0.087180786,-0.07109603,0.0054910732,-0.039572258,-0.002890679,0.11030584
21,"4363
",-0.018548325,-0.003455019,-0.040920727,-0.31928375,-0.24537925,0.0029060785,-0.09917751,-0.0065322295,-0.027594684,0.045331948,-0.38918468,0.5541145,-0.0005771446,0.16610949,-0.20107141,0.0995904,0.13947685,-0.16194755,0.113036014,0.044099584,0.12929063,0.00825767,-0.17950726,0.025485309,0.0756621,-0.2786049,0.044491258,0.48459506,-0.01940374,0.033262633
22,"4543
",-0.036960334,0.32777035,-0.029009312,-0.1232018,-0.33443508,-0.028042717,-0.27955258,0.015392519,-0.15888137,-0.025141278,-0.22180621,0.032734603,-0.0073954985,0.20052423,-0.04301528,-0.011763396,-0.0057695066,0.24437162,0.34472293,0.10380432,0.015280285,-0.004444988,0.034639973,0.041158393,-0.004663579,0.055251725,-0.0135084465,0.46458647,-0.07785546,-0.0703117
23,"4577
",0.36116558,0.029703053,0.071270324,-0.024166713,0.113887735,-0.01998348,-0.36757597,0.009477758,0.009520665,0.04085582,0.10571232,0.006488174,0.022291258,0.07560162,0.096713796,-0.04194346,-0.3155681,-0.10029513,-0.08459995,0.05995302,0.2196091,-0.0040709125,-0.017816378,0.030771581,0.073138826,0.048259065,0.036020953,-0.06542827,-0.031826656,-0.03998333
24,"4682
",-0.1611043,-0.24722476,-0.023321174,-0.10990767,0.4142649,0.0021139707,0.38892603,-0.042426363,0.2156122,0.032813374,0.07614864,0.05343939,0.019551037,-0.16217756,-0.09324246,0.7313677,-0.01884737,-0.16215585,-0.03730203,0.03802776,0.2113806,0.007925411,0.00038292332,-0.07388709,0.05328841,-0.06505826,0.36196297,-0.1759228,-0.055937514,0.12994245
25,"4723
",-0.8889452,-0.025207743,-0.0047551123,-0.14685738,0.1655157,-0.0045353053,-0.41427803,0.02377087,-0.2556989,-0.0883275,-0.1803703,0.07037928,0.0033119773,-0.03703338,-0.101123005,-0.041191347,0.06546934,-0.03773879,-0.018183934,0.14585267,0.0014114643,0.0064519374,0.0075869914,0.018424846,0.0902664,0.055474956,0.075802416,0.18921538,0.048245646,-0.06979342
26,"4880
",0.019067133,0.03793049,-0.023181692,-0.11819684,0.25115144,-0.011736854,0.62095356,-0.04205764,-0.12620169,0.050895035,-0.08728087,0.028003614,0.007717437,-0.004892106,-0.046542704,0.004863009,0.07291641,0.025539525,-0.057164796,0.0032799803,-0.09970837,0.000651932,-0.03962567,0.035539288,0.105912596,0.02992556,0.16837554,-0.071396336,-0.0040034,0.25715363
27,"5014
",0.05008464,-0.13920449,-0.040839337,-0.013852605,-0.16599485,0.012640868,-0.028556673,0.031262252,-0.001044053,0.08695039,-0.59677666,0.46672907,-0.024963427,0.0015764724,-0.017712878,-0.014343997,0.02400839,0.13782719,-0.14109862,0.026031708,0.06941295,0.00012078377,0.034288492,0.05291449,0.014078904,0.015908362,0.053419042,-0.104753226,0.015272783,-0.035196967
28,"5167
",-0.06657664,-0.058042575,-0.06829499,-0.15175174,-0.051347896,0.011635478,-0.08343732,0.11660731,-0.060105853,0.020523997,0.13624845,0.06556806,0.007061482,-0.009357146,-0.10326581,-0.013008664,-0.005561921,0.50002253,0.019012988,-0.0028091425,0.03472061,0.01798233,-0.0041940785,-0.0016868152,0.03902096,0.05936413,0.1814636,-0.10827343,0.01136913,-0.2406867
29,"5286
",0.044323333,0.25865024,-0.107956074,0.006132611,0.05657744,-0.007888909,-0.4599183,-0.038286746,0.037478596,-0.025679575,-0.013506435,0.3116529,0.0116328765,-0.03686115,-0.09578814,0.06446035,0.10144474,0.10830724,0.6506938,-0.041111294,0.05888844,-0.014697665,-0.00243588,-0.026472813,0.040302165,0.064290285,-0.017011944,-0.11771482,0.01837134,-0.08507655
30,"5293
",-0.06619182,0.121083386,-0.046399,0.11197374,-0.3342919,0.0024071932,-0.04387223,0.10445865,-0.3532502,-0.037531205,0.013992968,-0.034220904,0.0036317036,-0.018554144,-0.011239205,-0.019039465,0.31701836,0.592095,0.03635443,0.01573152,0.101672426,0.012983445,0.013964706,-0.031613376,0.069558434,0.058960687,0.07245287,-0.06676739,-0.0005797772,-0.031018818
31,"5368
",-0.17120776,-0.38225225,-0.01829461,-0.0154865645,0.1256215,-0.0119080115,0.4348172,0.010028684,-0.1132638,0.042207226,0.105602,0.13005726,0.021933451,0.017453177,0.05936603,0.07480879,-0.089276336,0.2404241,0.03347596,-0.0073938114,-0.048085086,-0.0013825676,0.022143131,0.014691018,0.22230735,-0.0008282362,0.0674327,-0.038738847,-0.0116756465,-0.056715153
32,"5427
",-0.09846468,0.22723943,-0.02753835,0.08174857,0.06741156,-0.012854758,0.104116775,0.06082425,0.08553752,0.03794928,0.14026874,0.002737156,-0.006269398,-0.019739151,-0.017004194,0.19150393,0.18227442,-0.921179,-0.024972523,0.06253549,0.005493454,0.03115517,-0.00026967723,0.02401514,0.08202251,0.02963838,0.007248656,-0.021224612,0.0060409503,0.0026968454
33,"5508
",0.073184274,0.01335706,-0.00066696364,-0.04535324,0.07131546,0.010870361,-0.020140424,0.007285517,-0.077229545,-0.050956763,-0.080534786,0.11982045,0.017019045,0.022031,-0.10293461,0.091343135,-0.09532116,-0.0053983876,-0.08200451,0.018316433,0.025025116,0.02064862,0.022032278,-0.0034242906,0.04521095,0.017410384,0.032867573,0.37462708,-0.02941211,-0.042815965
34,"5532
",-0.076847754,-0.064428695,-0.06526096,-0.61748207,0.07158935,0.008098911,0.06306434,0.0298356,0.63188916,0.044538263,0.027996607,0.008679189,-0.01133012,-0.011638135,-0.14644955,0.036803745,-0.10473691,-0.0726948,-0.05390335,0.0603573,-0.18604085,0.008538248,0.028236857,0.07119737,0.042559475,0.08568017,0.14980675,-0.10663019,-0.0038161264,-0.03309714
35,"5572
",-0.108390786,-0.14516513,-0.033872925,-0.053952165,0.04636445,0.007975831,0.029547684,-0.05121918,0.11780369,-0.06449817,0.045244124,-0.13464516,-0.0058031324,0.24719635,-0.15047629,0.03014645,-0.030799264,-0.017838098,0.25488934,0.03570272,-0.001902539,0.0020756945,-0.08517161,0.016714511,-0.059613857,0.019403376,0.7955815,-0.35470235,-0.009969825,-0.025968459
36,"5575
",-0.06200116,-0.1983892,-0.07440003,-0.0733317,0.043069813,-0.011491809,0.29439005,-0.024994142,-0.19055732,0.095609,-0.044071864,0.05516276,-0.004747307,0.009867969,-0.23054099,0.0009694063,-0.04351821,-0.33435848,0.009393119,-0.13866843,0.024643559,-0.029404595,-0.06643809,0.010119973,0.18785071,0.027745333,0.0337373,0.4869701,0.002443336,-0.10925088
37,"5677
",0.062382616,-0.036927965,0.010812826,-0.14141864,0.03691533,0.007832036,-0.037090026,-0.080573715,-0.05919594,0.042551804,0.09879,0.12452237,0.028807618,-0.11877721,-0.024228716,0.07269456,-0.14912933,-0.050216272,-0.0923471,0.028542742,-0.099685796,0.005883399,-0.051834278,0.0027456158,0.018968308,0.045787763,0.10666808,-0.23172876,0.017335054,-0.024051284
38,"5679
",-0.378542,-0.016701052,-0.009697138,0.11953281,-0.35164037,-0.0021882309,-0.14004117,-0.28337952,-0.05091781,0.17520544,0.035795968,0.19853863,0.018931549,-0.12010571,-0.3752555,0.021957433,0.06733025,-0.6008905,-0.0056040296,0.026506966,-0.32162222,0.0072764014,-0.03285438,-0.08839873,0.1270162,0.042922087,-0.12528928,0.27768812,0.0003296694,0.6507297
39,"5745
",-0.020107115,-0.03127418,-0.054041345,-0.06761086,0.48974574,-0.012595382,0.4426893,0.25861835,0.0032600844,-0.14078464,0.03171048,0.025472255,0.023157628,-0.032609694,-0.2527489,0.04654583,-0.0048375134,-0.19665067,0.099272266,0.012678151,-0.104498796,0.0010116994,0.044326454,-0.0009822903,0.10477648,0.06964275,0.075908795,-0.06504138,0.0052553415,0.57366854
40,"5858
",0.017829929,0.09615945,-0.054541614,-0.4154492,0.2897798,-0.0031549379,0.06341455,0.06653092,-0.05514132,0.021905605,0.13952625,0.04099148,0.008948539,-0.008636413,-0.09778068,0.02132649,-0.082536325,-0.13484025,-0.086039826,0.030096417,-0.16495508,-0.0070470567,-0.044288207,-0.07213984,0.030274276,0.004961316,0.019852947,0.022304578,0.0032906414,-0.029875407
41,"5962
",-0.1669793,0.14433213,-0.17363247,-0.0045785466,-0.060397573,-0.007711209,0.36772504,0.22915033,0.059269533,0.038321916,-0.15974727,-0.049330335,0.007401545,0.058749408,-0.1451487,-0.29297963,-0.13512848,0.023580046,0.79124814,-0.0037857383,-0.09977808,-0.03422108,0.14608903,0.07482098,-0.8308398,0.014266107,0.025126785,-0.59474486,-0.0038992076,0.36703044
42,"6172
",0.025408132,0.20760638,0.0129133845,0.04318635,0.023106655,-0.010708005,-0.09785542,0.04574314,-0.6400249,0.016680202,0.23134671,0.059239447,-0.006173328,0.2007668,-0.14292857,0.030397693,-0.090432085,0.09090808,0.15102528,0.03182242,-0.12803204,-0.013709304,-0.060313582,0.022822034,0.07654807,0.047582824,0.0066675064,-0.52362967,-0.0018693155,-0.11229161
43,"6194
",0.09573509,-0.10597442,0.025695043,-0.0109325275,0.062176872,0.009820525,0.271532,0.036534533,-0.0674925,-0.007923202,-0.07159284,-0.10406027,-0.010150474,0.057344086,-0.064412184,0.029296067,-0.0023800195,-0.041141726,-0.11009905,0.0051128394,-0.102569975,-0.004959008,-0.08986428,0.022145893,-0.42040882,0.06346085,-0.07810479,-0.03896773,0.0072022704,0.010216279
44,"6195
",0.9460316,0.42196012,0.03760507,0.34563044,0.6786121,0.02799587,-0.07840644,0.46690547,0.4473789,0.08018689,0.014753189,0.0377091,-0.0015807556,0.2704099,0.019694898,-0.02049191,0.108503535,0.11892618,-0.15881263,-0.07711254,-0.394804,-0.009766307,0.05691663,0.0010984052,0.105215274,-0.014115251,0.093246825,0.027645161,0.020188397,0.63122493
45,"6196
",-0.085159756,-0.08791304,-0.029011603,-0.028674042,-0.010805876,0.009565467,0.0059153954,-0.010113613,0.07562017,-0.075647734,-0.08690564,0.06239816,-0.031683628,-0.051975094,-0.18426006,0.05790379,0.06920758,0.09062664,-0.25853893,-0.010585154,0.44728407,-0.0029611462,-0.016895218,0.006775558,-0.0011075403,-0.005527948,0.05755381,0.114405796,-0.010513491,0.016630296
46,"6197
",0.43318173,0.046166513,-0.21762992,0.35269374,0.018310497,0.020527303,-0.16231833,0.10241528,0.17689589,0.10690557,-0.113208,0.0125777805,-0.027969273,0.0648568,-0.07927743,-0.110524595,0.050246224,0.051637698,-0.021387596,-0.003441046,-0.039966192,-0.04679136,0.01200794,-0.010710187,0.09647969,0.0016283785,-0.38909128,0.41734535,-0.011072998,0.038324296
47,"6198
",-0.059891243,-0.10538997,-0.022979418,0.08406732,0.07269616,0.007979868,0.1489099,0.17446825,-0.06334053,-0.005067296,-0.030756315,0.20208283,0.008073791,0.04626649,-0.074112274,0.009044616,-0.02729202,-0.38353497,-0.18892667,0.042341083,0.14190148,0.01725039,-0.058815747,0.022066109,0.07944683,0.029710842,-0.10073578,0.034174174,0.009245981,-0.07035946
48,"6203
",0.08445118,-0.10489857,-0.041427813,-0.22373821,-0.20708282,-0.014038594,-0.1542124,0.012884244,0.6809272,0.05415284,-0.18519731,-0.025768807,-0.0021692063,0.55738366,-0.24945982,0.23005128,-0.06264855,0.0049936557,-0.11818921,-0.0008697267,0.07147596,-0.017843293,-0.00933689,-0.012396389,0.10438284,0.023300657,0.08424905,0.24631675,0.0066529512,-0.029535873
49,"6205
",0.015160374,-0.3910709,-0.08902114,0.037783325,0.7570924,0.010613209,-0.14398243,0.20048869,-0.072973035,0.018347256,-0.056688845,0.019789526,-0.027872724,-0.048940003,-0.054450113,0.009149046,-0.001518406,-0.15176344,-0.021658944,0.02379883,-0.22065815,-0.011490578,0.08242696,-0.022474641,0.1085825,0.038746074,0.0638687,-0.18766521,0.022333115,-0.14059037
50,"6207
",-0.033371244,0.14208834,-0.050639395,0.016103417,-0.06912785,-0.0051519764,-0.025612954,0.21407245,-0.13987911,0.027441053,-0.036942065,0.022348277,0.0035132428,-0.061763193,0.06400585,-0.040398438,-0.015049313,-0.02071566,-0.03556489,2.422747e-05,0.1663968,-0.049397457,0.052740715,-0.0111629,0.06772894,0.01732616,0.020658022,0.22686219,-0.00027092654,0.003203877
51,"6209
",-0.11287069,-0.0771681,-0.056520544,-0.03406179,0.07715811,-0.026636343,0.11080199,0.0028161327,0.0012466832,-0.010097345,0.04612894,0.08413872,0.013408502,0.08505041,-0.12148227,0.109274104,0.26426187,0.072306156,-0.040555604,-0.00243784,-0.087151006,0.0026981256,0.001057796,0.0014967797,0.08110508,0.045649182,0.27845666,-0.12644432,0.011507233,-0.048595067
52,"6212
",0.08058827,-0.04042904,-0.023760255,-0.80993646,-0.11395584,0.007964678,-0.626846,-0.02048961,0.053074297,0.03162813,-0.114699356,0.03737709,0.017899726,0.41853073,-0.026631556,0.062080998,0.1957276,-0.024792325,-0.089743674,0.008865647,-0.3463159,-0.0048355027,0.025526764,0.023336764,0.08946678,0.14823096,0.09315527,-0.22513218,0.008814928,-0.032391727
53,"6215
",-0.31811288,0.16130456,-0.062096402,-0.008699395,0.012898961,0.018944,-0.5533286,0.5266596,0.04939096,0.044701353,0.063631505,0.28494328,0.011796956,-0.08500362,-0.12838438,-0.6518823,-0.017189512,-0.06699627,-0.032404955,0.033024162,0.05208522,0.014944485,-0.13979118,0.0015157652,0.026715795,0.03661671,0.015356292,-0.15236585,-0.014184472,-0.026669668
54,"6216
",-0.04161838,-0.07496562,-0.07406168,0.028442308,0.020567054,0.013821875,0.09856758,-0.19813545,-0.066921934,0.010477906,0.003466596,0.123210326,0.016829245,0.0371453,-0.014289266,0.022017838,-0.07994568,0.0019564212,-0.0073428294,-0.0035182547,-0.50007707,-0.019564087,-0.05611508,0.032966822,0.054504633,0.20551924,-0.44266388,-0.09131018,0.0040576393,-0.041908406
55,"6217
",-0.7881417,-0.033076677,0.04471067,-0.15740474,-0.046140127,-0.01590096,0.01726471,0.039765146,-0.10717874,0.13279754,0.09643435,0.14276232,-0.008652532,-0.012441213,-0.0848466,-0.048498,0.104460225,0.571632,-0.031158347,0.052289844,-0.598544,-0.0071311463,0.03340796,0.022448177,0.048125576,0.052117527,0.030504849,-0.18273297,-0.004218939,0.0073339483
56,"6218
",-0.019015703,0.038777582,-0.023353659,-0.34133142,0.19660787,0.0072584,0.12661363,0.03339023,-0.1434317,0.06438383,0.005492386,-0.2104822,0.018458396,-0.16260292,-0.074716106,0.03446692,-0.023814594,-0.010469029,-0.11653665,0.020476555,-0.14303353,0.03744129,-0.006458075,-0.005621468,-0.015904991,0.07017959,0.025734365,0.008608191,0.0052468437,-0.05318623
57,"6219
",0.416475,-0.008100068,0.018527988,-0.062279876,0.13495246,-0.00030915302,-0.52900064,0.11321884,-0.76169723,-0.043914862,0.00809798,0.1494874,0.012595299,0.17552705,-0.13709873,0.058869954,0.070324324,0.023470314,0.014159105,-0.11373048,-1.0562645,0.0049656774,-0.000136526,-0.14555235,0.118636236,0.049478095,0.043881327,-0.057247456,0.004460331,-0.19107541
58,"6222
",-0.06385829,0.107954025,-0.0017423937,0.017867802,0.00502514,0.0059112106,0.10013941,0.08206266,-0.08024828,0.028266758,0.048517328,-0.1618023,0.045107927,0.03100412,0.010865622,0.005898777,-0.018170241,-0.094605826,0.0971523,-0.008959178,0.16562316,0.0073673464,0.022369822,-0.0020389212,0.0807191,0.010625912,0.037655108,-0.021531027,0.0073896167,-0.007410111
59,"6232
",0.30663133,0.015649714,-0.13076244,0.19040745,-0.59002143,-0.0022581278,0.07963409,-0.118517734,-0.018622747,0.018549742,-0.19511208,-0.016248807,0.049141422,-0.018858567,-0.049101066,-0.085951336,-0.088843755,-0.045070775,-0.059355,0.048698332,-0.26936534,-0.00091166527,0.013546451,-0.036514297,0.03639842,0.083617955,-0.018492432,-0.124021746,0.021914933,-0.15170078
60,"6233
",0.0388669,0.13903347,0.00624122,0.25010166,0.10892048,-0.014234751,-0.20551082,0.25023958,-0.040756155,0.03414458,-0.34389433,0.031805735,-0.004934023,-0.023462946,-0.17203712,0.003495776,0.05021134,-0.18979758,-0.01567671,0.005296267,0.25165698,-0.015905648,0.016553879,0.034876756,0.07804707,0.046602998,0.10267824,-0.37202403,0.0069328607,0.06743882
61,"6240
",-0.0588101,-0.23167221,0.054729853,-0.12018162,0.02399496,-0.015776152,0.05935351,-0.089681506,0.58917874,-0.28157842,0.6030756,0.036449093,-0.013506512,-0.06642511,0.17011957,0.18620841,0.038828667,-0.21069618,-0.04236824,-0.010964641,0.32657745,0.021160228,-0.25465277,0.03880006,0.13436575,0.03266037,0.031817205,-0.2032525,0.0011265697,-0.024755249
62,"6241
",0.6530309,-0.13977836,0.21730973,0.06589154,-0.060794536,0.0021389455,-0.006867563,0.025714519,-0.0011099192,0.023144292,-0.023062883,0.50729907,-0.0020312096,-0.05172603,-0.031330597,0.0094076125,0.02037084,0.054891996,-0.05487815,0.06354561,0.47945157,-0.011039928,-0.007300975,0.073196374,0.22938336,0.0013392267,0.46454477,-0.017763037,0.00334453,-0.09515468
63,"6245
",0.03939504,0.037776798,-0.004788534,-0.035407748,-0.22391643,0.021747822,-0.12765186,0.1473575,-0.09725304,0.019599088,-0.0732924,0.03944055,0.011799132,0.3188736,-0.07864352,0.12094005,-0.05212072,-0.12360284,-0.1145115,0.10197938,-0.35752425,0.017623562,0.027358696,0.054959193,0.13531405,0.035420477,0.1648425,-0.05947683,0.0002648291,-0.1897901
64,"6248
",-0.009043323,-0.13595091,-0.14240205,-0.06712683,0.03824006,0.0050147753,0.0030854067,-0.083532244,0.065853626,-0.2137227,0.09159755,0.048749723,-0.0041510733,-0.043931443,-0.04105578,0.018509006,-0.112639785,0.008362071,0.024390455,0.062727116,0.2078115,-0.00393645,-0.06121577,-0.0039853547,0.031773787,-0.097048156,-0.010321274,0.09661293,0.049925193,-0.094008744
