,name,ideal_point_0,ideal_point_1,ideal_point_2,ideal_point_3,ideal_point_4,ideal_point_5,ideal_point_6,ideal_point_7,ideal_point_8,ideal_point_9,ideal_point_10,ideal_point_11,ideal_point_12,ideal_point_13,ideal_point_14
29,"5679
",0.50212646,-0.52707773,-0.028341837,-0.052558873,0.025114877,-0.007612062,0.038035322,-0.04803398,0.2863262,0.03236353,0.046665788,0.013557294,0.09153412,0.047806505,-0.066346265
30,"5745
",-0.0006826108,0.016859544,-0.066228986,0.23448332,-0.043137398,0.023799514,-0.002097329,0.06730539,0.049195044,0.007957814,-0.0015165391,0.23136736,0.5473768,0.023675121,-0.0481798
31,"5858
",0.11218218,0.008881374,0.045585755,-0.18485999,0.083331324,0.071526624,0.0452385,0.06983431,0.13662712,0.054418363,0.015982298,-0.07837163,-0.08732244,0.022228729,0.22903761
32,"5962
",-0.29050252,0.25971565,-0.5635771,0.10042402,0.07227579,-1.430179,0.0376826,0.0756674,-0.024629014,-0.08020835,0.06761126,0.29961696,0.337764,0.051040456,-0.060390446
33,"6194
",-0.17613351,0.15702002,-0.042695284,0.06375717,-0.055106297,0.045912407,0.009075459,0.11923585,0.06131974,0.02824335,0.11944068,0.04401127,-0.06933006,0.04632978,0.08417201
34,"6195
",0.12573043,-0.06477962,0.29924446,0.20118728,-0.013238714,-0.12919018,0.015811423,0.35461503,-0.09949986,0.018367698,0.01482946,0.35081428,1.19028,0.019269278,0.0110074505
35,"6196
",-0.15990697,-0.5689538,-0.053941317,-0.20318583,-0.24778822,0.08055517,-0.0100035975,-0.029613104,0.29189292,0.01892013,0.015617974,-0.8308097,-0.34389135,-0.004580767,-0.079936296
36,"6197
",-0.066448584,-0.03911835,0.04227697,0.011028858,0.1647567,0.07275068,-0.043436058,-0.6421493,0.31957948,0.05050501,0.0005882449,0.023086997,0.097396135,0.0072167423,-0.109319575
37,"6198
",-0.02493499,-0.022994557,0.09476413,-0.5070711,0.055172455,0.081125274,-0.3177038,-0.0039668954,0.5379811,0.050418317,0.046322428,-1.10913,-0.015247296,-0.0054003526,-0.20427816
38,"6203
",0.14517696,-0.09848118,0.0054957517,-0.44282758,0.0056592617,0.05426796,0.017529827,0.056727055,0.5151455,-0.04796063,0.013604603,0.22937761,-0.0024000953,0.03886492,-0.14656633
39,"6205
",-0.48541063,-0.058550686,-0.3602314,-0.09010633,-0.064419106,0.08472635,-0.068565324,0.0640639,-0.014587615,0.037278723,0.054278504,0.17265217,0.1463048,0.040002648,0.050938755
40,"6207
",-0.41956052,-0.11611902,-0.09629534,0.21933371,-0.471166,-0.08797677,0.04621854,0.01621735,0.54163504,-0.0009593518,0.010900529,-0.015114001,0.47844115,0.007124537,-0.2661057
41,"6209
",-0.29116553,-0.09787647,0.10746565,0.05572087,-0.21136858,-1.436988,-0.13547586,0.082562484,-0.11306809,0.08146246,0.25629658,0.30856004,-0.43610567,-0.015131433,-0.029131502
42,"6212
",-0.3393423,-0.06838779,-0.009268047,-0.12799941,0.03075644,0.044165466,0.018889189,-0.18408367,-0.12705885,0.04769204,0.013018584,-0.11809606,0.07819125,0.030285032,-0.054312196
43,"6215
",-0.66322243,-0.09063858,-0.10832977,-0.20659488,-0.037707593,0.05176812,-0.0031269914,-0.0006708363,0.023490768,-0.054009404,-0.014943936,-0.16649763,-0.9695763,0.0074349446,-0.20960458
44,"6216
",-0.22683235,-0.11481398,-0.03583734,-0.05491908,0.7457539,-0.008799752,-0.0019895073,-0.21284977,0.010331641,0.008421296,-0.007665202,-0.0056430423,0.15469787,0.04787578,-0.037265956
45,"6217
",0.041338358,-0.055592597,0.054442644,-0.073397726,-0.02493772,-0.30340576,-0.007511852,-0.066297695,-0.30458057,0.070677966,0.019852148,0.025383977,0.0050866287,0.015540148,0.35967836
46,"6218
",0.15709195,-0.02030886,-0.06256123,-0.49620524,0.07817046,0.10911815,-0.03439516,0.015539583,0.106522135,0.020732151,-0.049336463,-0.65511996,0.02666078,-0.00701347,-0.11345925
47,"6219
",0.24020357,-0.02748944,0.11017887,0.0797168,0.0035827518,0.078377776,-0.010689864,-0.020511167,-0.13962397,0.049445942,-0.0724998,-0.57598,0.60928535,-0.041698564,-0.03824087
48,"6222
",-0.60836,-0.005472275,-0.014243126,-0.007461347,-0.2757994,-0.007901228,-0.027874606,0.83460677,-0.027654555,0.027916454,0.04346571,-0.08210529,0.6014747,0.03320183,-0.24546854
49,"6232
",-0.22560838,-0.008284691,-0.03697234,0.033074204,-0.20437434,0.012270591,0.09953962,0.05153821,0.019840296,0.031363662,0.0087129725,-0.46911082,-0.17368062,0.01864218,-0.078640014
50,"6233
",-0.5247562,-0.53898114,0.02297433,0.10110109,0.020398496,-0.047037657,0.037662495,0.08113887,0.099669375,0.022372793,0.042155907,0.11558517,0.12840651,0.021899004,0.027327843
51,"6240
",-0.2769213,-0.012703131,0.0059620575,0.23028642,-0.020701652,0.0026031097,-0.031571243,0.06656961,-0.02610227,0.08624761,-0.11128915,-0.06385095,0.085861295,0.021015774,0.038591307
52,"6241
",0.89064425,-0.010368879,0.048313033,0.10363086,-0.0333521,0.010005963,0.008975901,0.03603086,-0.047023248,-0.007121142,-0.046111,-0.044658907,0.01347349,0.036665164,0.070810154
53,"6248
",-0.37712675,-0.051950354,-0.05206375,-0.0097553115,-0.71467024,0.011004535,0.009156342,0.054687817,0.1676392,0.044214014,0.00060055783,-0.44137785,0.40370548,0.024589557,-0.259694
54,"6250
",0.25791675,-0.08434028,-0.09037456,-0.036572408,0.09504729,0.02535135,0.025570586,0.022297278,0.4056085,0.037653375,0.032067236,0.03627869,-0.010081075,0.030585032,-0.3796947
55,"6255
",-0.116082616,0.120466195,0.06829973,-0.24089715,0.04200945,0.20437358,-0.024741279,0.076631196,0.15124896,-0.0010126579,-0.0464897,0.34485528,-0.040321957,0.035618946,0.1387273
56,"6259
",0.08202983,-0.075039044,0.09026049,-0.10039647,-0.05960628,0.10356296,0.005713349,0.061857462,-0.10680359,0.053216342,-0.10955115,-0.45863754,-0.091457896,0.04575376,0.8926984
57,"6263
",0.6861383,0.0425235,0.23396483,0.14704858,0.083452255,0.09219547,0.026276438,-0.05363016,0.041725516,0.067477465,0.0047294768,-0.021966988,-0.0016659554,0.048041984,-0.2387463
58,"6267
",-0.059702776,0.2288042,0.00921054,0.087091334,-0.0858291,0.07173078,-0.005937635,0.06722373,0.059978135,-0.008944892,0.023756891,0.37396654,-0.17918222,0.012120925,0.24394104
59,"6273
",0.0755938,-0.25529617,0.045123953,-0.2301222,0.024794795,-0.08877598,0.040785562,-0.05806381,0.028492378,-0.3409983,0.046431534,-0.312475,0.1705059,0.015819483,-0.20722513
60,"6285
",0.208308,-0.1754236,-0.031145813,-0.096585855,0.019757753,0.09191977,-0.0042281747,0.016133623,0.2733365,0.00886507,0.05840323,0.04823062,0.034150142,0.03689918,0.6381476
61,"6300
",-0.27903357,0.6166362,-0.104414314,0.016974041,0.025613585,0.061599024,0.009653741,0.07160398,0.028227858,-0.056083933,-0.0018937223,0.35375592,0.12652248,0.007939052,-0.02302123
62,"6301
",0.49698186,-0.10105249,0.087331474,0.14201114,0.21935628,-0.12461469,-0.008275419,0.014604681,-0.039043628,0.022153435,-0.045576405,0.025006577,-0.007019892,-0.0048103496,-0.25921404
63,"6311
",-0.016382124,-0.22935389,-0.013032337,-0.33956683,0.7308141,-0.041993637,0.011995445,0.030728642,0.8991418,0.025460657,0.024623772,-0.18878742,0.39886972,0.0283141,-0.01651083
64,"6317
",-0.09000581,-0.070623346,0.12518641,-0.33834788,-0.027684025,-0.10535287,0.0016651484,0.0025941888,0.113551356,-0.00093353784,-0.010778245,0.011488477,0.8560605,0.031241171,-0.25777355
65,"6324
",0.054844007,0.06604081,0.15197934,0.02374131,-1.2406595,-0.060876437,0.12458553,-0.056210052,-0.44046542,-0.10284245,0.21133058,-0.2696767,0.04970504,0.03474858,0.06436248
66,"6325
",0.03844111,0.016775819,0.009632587,0.27915832,0.061088193,0.118865915,-0.004140745,0.10371011,0.053772774,0.038074475,-0.022342712,0.25118327,-0.029277593,-0.07174644,-0.055180248
67,"6357
",-0.04696161,-0.28474608,-0.110242896,-0.06584043,-0.12829167,0.04460931,-0.008801836,0.027707612,-0.08733905,0.11079902,0.017391084,-0.049770262,-0.060641006,0.04878129,0.38946855
68,"6358
",-0.014983424,0.3543709,-0.046398107,0.11761071,-0.20979522,0.027835047,-0.023496693,-0.003978525,-0.1657679,0.042070106,-0.0011342095,0.2748,-0.32561406,0.025425063,0.42676845
69,"6360
",0.07283357,0.02170429,-0.030579127,-0.10979043,0.030298654,0.11053716,-0.03159829,0.05448623,0.04137656,0.057029374,0.02456541,-0.71449476,0.044905044,0.025821924,0.1512214
70,"6361
",0.29065225,0.008100305,-0.01777807,0.0033976736,-0.010024166,-1.2404678,-0.020206759,0.10578642,-0.28102508,0.040609147,0.016418733,-0.55129415,0.095651865,0.0046558506,-0.011824654
71,"6363
",-0.088974126,-0.14506847,0.045659307,0.23578444,-1.7689342,-0.40782288,-0.013713226,0.06291709,0.075142965,0.023640405,0.007061778,-0.029645711,-0.049296293,0.038567156,0.7516022
72,"6364
",-0.3234557,-0.35289565,0.0008404965,-0.2507697,-0.14558217,-0.19831039,-0.040565234,-0.8131005,0.883197,-0.0014775424,0.011131579,-0.6215628,0.44125,0.02311179,-0.2759385
73,"6366
",0.17579284,0.012406622,0.007577628,-0.08282545,0.031757023,0.097108714,-0.036667243,0.078904904,0.56928754,0.04017505,0.04095616,-0.08188728,-0.003769202,0.026386263,0.046484202
74,"6373
",-0.34183708,-0.14653106,0.0066308673,-0.17272419,0.0039208005,0.07164328,-0.025527071,-0.19457,-0.06734472,-0.008345854,0.04774768,-0.39330003,0.47379172,-0.058988035,0.007180014
75,"6378
",-0.25652912,-0.123008385,-0.051158775,0.08072835,-1.0598471,-0.7654744,0.0014689195,0.037596535,-0.22417504,0.00921337,0.030557318,0.08454337,-0.44451287,0.030336378,-0.027814073
76,"6383
",-0.010971182,0.30229113,0.022051468,0.03631048,0.0040500076,0.052842375,-0.041653987,0.013201198,-0.023401834,-0.050137356,0.12772548,0.3399831,-0.03531305,0.014617474,0.16202196
77,"6386
",0.36395156,-0.19457914,0.070492536,-0.14583991,0.16216315,0.023876593,0.050173283,-0.15082663,0.50997823,-0.036898263,-0.011750314,-0.1766056,0.21462916,0.010660015,0.068867594
78,"6390
",-0.021258129,0.0149204135,0.0025057795,0.04241832,-0.09056049,0.09110758,-0.0016609157,0.053568706,0.022772022,0.01661402,0.055671353,0.2345724,-0.14368722,0.005460784,0.06192802
79,"6391
",0.1492302,0.01679562,-0.03316815,0.03985038,-0.0091677,0.039044164,-0.012385429,0.05422341,-0.030191878,0.045654386,0.004938612,-0.26217473,0.044760294,0.038082298,-0.12711963
80,"6392
",-0.5218717,-0.012275695,-0.049993083,-0.04969877,-0.37313196,0.0319731,0.027592218,0.08327902,0.1055417,-0.09625815,-0.02821783,0.18874246,0.017595375,0.034425,-0.35608912
81,"6394
",0.14023808,0.027324202,-0.039596118,-0.21612255,0.54050267,0.010491408,-0.01312542,-0.02689258,0.7982966,-0.01972321,0.06686091,-0.2926641,0.16140838,0.026764903,0.12714998
82,"6396
",-0.40879828,-0.046762563,-0.05975708,0.10664313,-0.17406479,-0.04262268,-0.018158944,0.14376402,-0.0014109741,0.024595123,0.035198566,-0.0042998134,-0.04266916,0.021253003,-0.15592119
83,"6397
",-0.5749712,-0.06000821,0.00377382,0.7321021,-0.011023976,-0.088131145,0.009334864,0.08223202,0.0060193604,-0.0005887455,0.039688077,0.6872646,0.75162065,0.0533224,-0.20510463
84,"6398
",0.34019494,-0.21537727,0.07295473,-0.42580426,0.2124552,-0.01976144,-0.023792967,0.040614173,0.42805868,-0.16248022,0.04448208,-0.10048826,-0.06524899,0.010887999,0.5683254
85,"6399
",-0.0072177537,-0.31935588,0.18327937,0.21842825,-0.0010125327,0.05239836,-0.14169662,-0.07432911,0.01232547,0.068843745,-0.013326788,-0.48671398,0.054730084,0.030300505,-0.04956606
86,"6400
",0.12588798,-0.010276388,0.04851099,0.3269113,-0.012444403,0.041457243,-0.011015179,0.039908744,0.009103047,-0.15132095,-0.047965545,0.12778558,0.06988479,0.031923767,-0.4283981
87,"6405
",1.2168283,-0.065071456,0.051866252,-0.11143257,-0.008186384,0.06762861,-0.022361185,-0.021611856,-0.23487738,0.03595061,7.185668e-05,-0.39441386,0.010560115,0.015077316,0.021023173
88,"6406
",-0.1928467,-0.016177936,0.07419155,-0.5401102,0.075949594,0.051907975,0.0008982646,-0.0057297954,0.085769534,0.015555426,-0.046534073,-0.60943484,0.0549682,0.026044376,-0.02263557
89,"6407
",0.2305312,0.022472858,-0.044260338,0.14215535,0.04469512,0.13283354,0.010520014,-0.035135195,0.027929917,-0.028498039,0.013125614,-0.020815967,-0.09115926,0.02856572,0.10744492
90,"6408
",-0.1120225,-0.0021610295,0.027740212,0.09973052,-0.023721343,0.06788313,-0.005751848,0.08809833,-0.015630439,0.004817124,-0.0071926345,0.067649886,-0.119436085,0.00941271,-0.13206986
91,"6411
",0.20720282,0.21556348,0.0029368277,-0.23546161,-1.3503577,0.025796903,0.07960179,-0.052319862,0.0052168714,-0.08431745,0.041434992,-0.005201774,-0.31389815,0.018337535,-0.31044707
92,"6412
",-0.15248959,-0.24028377,0.38898352,0.049099877,0.03928331,-0.01798154,0.011340465,0.034445435,0.07965944,0.012065834,-0.017720455,0.047202162,1.1554229,0.028407164,-0.34041527
93,"6413
",-0.1407034,-0.0067330967,-0.021616137,0.036907744,0.10826102,0.058685414,0.022265123,0.049577586,-0.007834636,0.029401345,0.2388588,0.045330092,1.0483514,0.022454606,-0.16825983
94,"6415
",-0.004524796,-0.061198432,0.17082877,0.3281342,0.019457866,0.03837305,0.023586832,-0.021869656,0.025388332,-0.036534257,-0.01660498,0.33022302,-0.042781502,-0.015053098,-0.06798409
95,"6417
",-0.10648661,-0.0105905635,0.04303417,0.46804363,-0.56794316,-0.11747206,0.23062897,0.12637381,0.15854988,-0.05825588,0.057151902,0.018608483,0.6418705,0.01933354,-0.1989013
96,"6418
",-0.18918255,-0.07060284,-0.31035924,0.19724475,0.038848694,-0.13467254,0.0038212752,0.06169933,-0.2676788,-0.04764677,0.080447786,-0.068492904,0.30595887,0.0034365172,-0.30855834
97,"6420
",-0.21394451,-0.026364796,-0.08402148,0.18250957,-1.2892252,-0.032998696,-0.0060642827,0.08354222,0.0499444,0.023609323,-0.0019614068,-0.15191208,0.08020388,0.0022930074,-0.042794596
98,"6422
",0.29437894,0.020059658,0.50671935,0.030550582,-0.0045024594,0.07511289,-0.051146235,0.06920296,-0.024069484,0.06343437,0.030685706,-0.58382446,-0.07499424,0.013029999,-0.027600734
99,"6425
",-0.2161034,-0.18030156,-0.053648915,0.15024918,-0.048659947,-0.027172403,-0.025503201,-0.17024285,-0.15035118,0.040121075,-0.24910721,0.102580026,0.026019191,0.028621076,-0.25180387
100,"6426
",0.81207055,0.0051447037,0.03554488,-0.02743138,1.397329,0.0062232236,0.004882664,0.050684325,-0.115753695,0.031504117,-0.10425343,-0.16378301,0.013886628,0.04214856,0.05864211
101,"6427
",-0.12789221,0.094471365,-0.12094088,-0.14339978,-0.049361374,-0.29878235,0.024962714,0.079871416,-0.104106136,0.108013265,-0.11772283,-0.29705966,0.9600966,0.037184164,-0.014603944
102,"6429
",0.120886005,-0.1808305,-0.12655467,-0.082592174,-0.3018634,-0.6437533,-0.015127601,-0.004736949,0.0030324725,0.16944866,-0.0068052677,-0.14347173,0.02063854,0.03521735,-0.40906018
103,"6430
",0.18776286,-0.0479881,0.03900608,-0.11586966,-0.14341559,0.111675136,-0.019118212,0.03414858,0.15977278,0.018493807,0.00925047,0.023661966,-0.40603143,0.036401626,-0.262452
104,"6431
",0.030779453,-0.29497358,-0.083898716,-0.108336054,0.029408248,0.0690775,0.0129237,0.04737126,0.03475959,-0.0022045712,-0.04318312,-0.49720597,0.0031169986,0.023268772,0.45814854
105,"6432
",-0.15619673,-0.07960615,-0.046226397,0.089011274,-0.019074852,0.07835563,0.0038691445,0.04831309,0.8729034,-1.2589113,-0.016909095,-0.37640846,0.6797605,0.017017936,-0.024815755
106,"6433
",-0.46963704,-0.21500504,0.00510551,-0.06607863,0.015840275,0.0045002936,-0.01894232,-0.24228665,0.059203725,0.05571503,-0.050767623,0.016100736,0.30550742,0.04943098,0.041928876
107,"6435
",0.11397662,0.110099755,0.0061312644,-0.8697082,0.02760157,0.093539275,-0.015620244,0.046381496,-0.00882418,0.14479165,0.015890667,-0.23564021,-0.032178603,0.032798193,0.18279815
108,"6438
",-0.1975317,0.043975137,-0.0189243,-0.065361194,-0.03310113,0.0023487038,0.0074493675,-0.06370046,-0.06924003,0.0576053,-0.020472584,-0.01673063,-0.013017243,0.018872388,0.41699004
109,"6440
",-0.09298432,-0.081384934,-0.05083362,0.18665336,0.059134737,-0.024348823,-0.13880208,0.042758916,0.18742642,0.0042077648,0.00740066,-0.47081307,0.048058968,0.012199177,0.26871496
110,"6445
",-0.15429592,0.045375958,-0.14766733,0.17642258,0.03952117,0.058599222,-0.0068214177,0.12021613,0.0811454,-0.03446977,0.050801866,0.10206581,0.4788187,0.017441787,-0.17336032
111,"6447
",-0.1766829,-0.13837792,0.02160454,0.02344596,0.17381933,-0.02063421,0.031907436,-0.017591579,0.6341385,0.03506592,-0.027380848,0.1122869,0.16235738,0.062473334,-0.07439827
112,"6451
",-0.040041786,0.12804908,-0.25619408,-0.110422365,0.04478294,0.010025622,0.04349927,-0.06358451,-0.09062166,0.05135915,0.0359322,0.04836347,0.049036153,0.018648865,0.066036746
113,"6452
",-0.2530556,0.40205792,-0.255501,0.16997461,-0.63289535,-0.020080196,0.017162446,0.12730047,-0.020252638,0.020743009,0.112874486,0.12754796,-0.2736655,0.029941637,-0.008501811
114,"6453
",-0.060294922,-0.12665929,-0.06804343,0.037166744,0.010398159,-0.16425224,0.011073008,0.075672455,0.08659305,0.026232345,0.021241065,-0.28075367,0.0148403905,0.01083542,1.0721484
115,"6454
",0.48770857,0.00892931,0.1228433,-1.2798536,0.8060699,0.04945002,-0.028610187,0.015878296,0.5165329,0.0065944805,-0.001723231,-0.31603393,0.19541225,-0.007158063,-0.14472255
116,"6456
",-0.49974605,-0.06543418,-0.01276549,0.03472033,0.055373665,0.07516002,0.01972642,0.053003233,0.017987018,0.063991584,0.034184653,-0.16752099,0.008560156,0.010956063,-0.04720045
117,"6459
",0.5628679,-0.076371446,-0.018141313,0.14176118,0.009127711,0.124690965,0.007833109,-0.020835022,0.12537311,0.005621256,0.15109575,0.09382815,0.03878989,0.024184009,-0.16545339
118,"6460
",0.023604471,0.16053589,-0.1047443,-1.059768,-0.007012932,0.06384601,-0.006372875,-0.083447814,-0.08262837,0.115669094,0.058414288,-0.4675775,0.064594105,-0.0051640994,0.057860278
119,"6462
",0.010425184,-0.6358301,0.04462512,0.057643265,0.07501496,-0.12789206,0.0010787476,0.09069109,-0.09651682,0.047672074,0.042991683,-0.13381372,0.18565622,0.0011921057,-0.146643
120,"6463
",0.026340399,-0.2134604,-0.031838182,-0.01596916,0.10249609,0.03968658,-0.026112536,0.035143055,0.03971168,0.02411268,0.03241178,-0.06377182,0.04325489,0.010896426,0.11892961
121,"6466
",0.9244089,0.03186561,0.09711003,0.08053657,-0.05035349,0.09041014,-0.030925253,0.082694165,-0.09304807,0.01575106,0.027544072,0.28634918,-0.08764053,0.028078185,0.06475341
122,"6467
",-0.13111395,0.045129526,-0.010386102,-0.38220417,-0.71255475,0.027601847,-0.017000228,0.07245917,0.14560162,0.07211885,0.016176684,-0.20042649,-0.1277848,0.022482488,-0.09336159
123,"6470
",0.21610846,-0.1270091,-0.054656256,-0.33384585,-0.14588669,0.028960815,0.0009466677,0.08613015,0.010232997,0.08120147,0.05718637,-0.11460104,-0.10122275,0.0134760225,-0.16512652
124,"6471
",-0.077951565,-0.15450045,0.043718286,0.07370721,0.1557659,-0.20748274,0.021074047,0.062097527,0.5168207,-1.3831925,-0.028617688,-0.12807453,0.048381697,0.02362318,-0.03963677
125,"6472
",-0.547644,-0.032288272,-0.18500876,-0.23659521,0.006520703,0.013845294,-0.012763624,-0.013821259,0.2248037,0.030359576,0.023766747,-0.19324803,0.7100459,0.014884574,-0.27001277
126,"6473
",-0.117564306,0.004092782,-0.070417,0.024827916,-0.0132142585,-0.0688148,0.0011856196,0.027142178,-0.10738448,0.030294562,0.013329042,-0.12858501,0.23821586,0.0024716952,0.4446958
127,"6474
",0.1584083,-0.047134086,-0.019354688,0.01285275,-0.020006467,-0.81822675,-0.019207917,0.030245045,-0.06175132,0.063796796,-0.01066452,-0.21163969,0.12770364,0.024937313,-0.09151156
128,"6478
",-0.5123096,-0.22724198,-0.113097146,-0.8887749,0.016007496,-0.06898779,0.024387995,0.048181392,-0.3342548,0.052519877,-0.016712928,-0.014654897,0.49842018,0.027095163,-0.08147813
129,"6480
",0.04799828,-0.038571246,-0.016382406,-0.00075091835,-0.12044267,0.11888455,-0.028942483,0.017787173,-0.04405966,0.21083193,0.1469537,-0.09257099,-0.31609765,0.040976092,0.06906217
